timestamp,scenario,intersection_id,direction,density,queue,avg_speed,flow,capacity,phase
490.0,normal,C,S,0.06,0.0,12.97,22.0,50.0,0.0
490.0,normal,C,E,0.16,6.0,2.18,0.0,50.0,0.0
490.0,normal,C,W,0.16,6.0,2.11,0.0,50.0,0.0
495.0,normal,C,N,0.04,0.0,11.84,18.0,50.0,1.0
495.0,normal,C,S,0.06,0.0,13.18,18.0,50.0,1.0
495.0,normal,C,E,0.18,6.0,2.28,0.0,50.0,1.0
495.0,normal,C,W,0.18,7.0,2.35,0.0,50.0,1.0
500.0,normal,C,N,0.04,1.0,6.64,12.0,50.0,2.0
500.0,normal,C,S,0.08,0.0,7.11,12.0,50.0,2.0
500.0,normal,C,E,0.16,2.0,5.26,4.0,50.0,2.0
500.0,normal,C,W,0.16,3.0,3.51,4.0,50.0,2.0
505.0,normal,C,N,0.06,1.0,5.08,8.0,50.0,2.0
505.0,normal,C,S,0.1,3.0,4.1,8.0,50.0,2.0
505.0,normal,C,E,0.14,0.0,6.75,8.0,50.0,2.0
505.0,normal,C,W,0.14,0.0,6.0,8.0,50.0,2.0
510.0,normal,C,N,0.08,2.0,6.14,6.0,50.0,2.0
510.0,normal,C,S,0.1,3.0,2.87,6.0,50.0,2.0
510.0,normal,C,E,0.08,0.0,9.68,14.0,50.0,2.0
510.0,normal,C,W,0.08,0.0,10.4,14.0,50.0,2.0
515.0,normal,C,N,0.08,2.0,5.95,2.0,50.0,2.0
515.0,normal,C,S,0.12,4.0,3.78,4.0,50.0,2.0
515.0,normal,C,E,0.06,0.0,13.59,18.0,50.0,2.0
515.0,normal,C,W,0.06,0.0,13.75,18.0,50.0,2.0
520.0,normal,C,N,0.1,3.0,5.09,2.0,50.0,2.0
520.0,normal,C,S,0.12,5.0,2.22,2.0,50.0,2.0
520.0,normal,C,E,0.02,0.0,13.06,22.0,50.0,2.0
520.0,normal,C,W,0.02,0.0,13.23,22.0,50.0,2.0
525.0,normal,C,N,0.14,4.0,4.3,0.0,50.0,2.0
525.0,normal,C,S,0.14,5.0,2.62,0.0,50.0,2.0
525.0,normal,C,E,0.06,0.0,13.06,22.0,50.0,2.0
525.0,normal,C,W,0.04,0.0,13.89,22.0,50.0,2.0
530.0,normal,C,N,0.14,4.0,4.45,0.0,50.0,2.0
530.0,normal,C,S,0.16,6.0,2.17,0.0,50.0,2.0
530.0,normal,C,E,0.06,0.0,12.75,24.0,50.0,2.0
530.0,normal,C,W,0.04,0.0,14.18,24.0,50.0,2.0
535.0,normal,C,N,0.16,5.0,2.99,0.0,50.0,2.0
535.0,normal,C,S,0.16,6.0,1.92,0.0,50.0,2.0
535.0,normal,C,E,0.06,0.0,13.02,20.0,50.0,2.0
535.0,normal,C,W,0.06,0.0,14.82,20.0,50.0,2.0
540.0,normal,C,N,0.16,7.0,1.92,0.0,50.0,3.0
540.0,normal,C,S,0.18,7.0,2.09,0.0,50.0,3.0
540.0,normal,C,E,0.08,0.0,12.53,18.0,50.0,3.0
540.0,normal,C,W,0.04,0.0,11.5,18.0,50.0,3.0
545.0,normal,C,N,0.14,3.0,3.12,4.0,50.0,0.0
545.0,normal,C,S,0.14,4.0,3.02,4.0,50.0,0.0
545.0,normal,C,E,0.1,1.0,7.26,12.0,50.0,0.0
545.0,normal,C,W,0.08,1.0,9.96,12.0,50.0,0.0
550.0,normal,C,N,0.12,0.0,6.27,8.0,50.0,0.0
550.0,normal,C,S,0.12,0.0,5.4,8.0,50.0,0.0
550.0,normal,C,E,0.1,2.0,6.57,8.0,50.0,0.0
550.0,normal,C,W,0.12,2.0,7.52,8.0,50.0,0.0
555.0,normal,C,N,0.06,0.0,10.86,14.0,50.0,0.0
555.0,normal,C,S,0.08,0.0,9.69,14.0,50.0,0.0
555.0,normal,C,E,0.12,4.0,2.89,4.0,50.0,0.0
555.0,normal,C,W,0.12,2.0,6.51,4.0,50.0,0.0
560.0,normal,C,N,0.04,0.0,13.16,18.0,50.0,0.0
560.0,normal,C,S,0.04,0.0,11.6,18.0,50.0,0.0
560.0,normal,C,E,0.12,4.0,3.24,4.0,50.0,0.0
560.0,normal,C,W,0.14,3.0,4.93,4.0,50.0,0.0
565.0,normal,C,N,0.04,0.0,12.52,18.0,50.0,0.0
565.0,normal,C,S,0.04,0.0,12.52,20.0,50.0,0.0
565.0,normal,C,E,0.14,5.0,3.33,2.0,50.0,0.0
565.0,normal,C,W,0.16,6.0,2.45,2.0,50.0,0.0
570.0,normal,C,N,0.04,0.0,12.85,20.0,50.0,0.0
570.0,normal,C,S,0.04,0.0,11.78,20.0,50.0,0.0
570.0,normal,C,E,0.16,6.0,2.19,2.0,50.0,0.0
570.0,normal,C,W,0.18,6.0,2.14,2.0,50.0,0.0
575.0,normal,C,N,0.02,0.0,11.27,22.0,50.0,0.0
575.0,normal,C,S,0.04,0.0,12.89,22.0,50.0,0.0
575.0,normal,C,E,0.16,6.0,2.1,0.0,50.0,0.0
575.0,normal,C,W,0.18,7.0,2.15,0.0,50.0,0.0
580.0,normal,C,N,0.04,0.0,13.7,18.0,50.0,0.0
580.0,normal,C,S,0.06,0.0,13.47,20.0,50.0,0.0
580.0,normal,C,E,0.18,7.0,2.0,0.0,50.0,0.0
580.0,normal,C,W,0.2,8.0,2.04,0.0,50.0,0.0
585.0,normal,C,N,0.06,1.0,8.66,14.0,50.0,1.0
585.0,normal,C,S,0.06,0.0,12.66,16.0,50.0,1.0
585.0,normal,C,E,0.2,8.0,1.53,0.0,50.0,1.0
585.0,normal,C,W,0.22,9.0,1.19,0.0,50.0,1.0
590.0,normal,C,N,0.06,1.0,5.97,8.0,50.0,2.0
590.0,normal,C,S,0.08,1.0,8.59,10.0,50.0,2.0
590.0,normal,C,E,0.16,4.0,2.88,4.0,50.0,2.0
590.0,normal,C,W,0.18,4.0,2.94,4.0,50.0,2.0
595.0,normal,C,N,0.08,2.0,4.81,4.0,50.0,2.0
595.0,normal,C,S,0.08,2.0,3.81,6.0,50.0,2.0
595.0,normal,C,E,0.14,1.0,6.04,8.0,50.0,2.0
595.0,normal,C,W,0.16,1.0,5.77,8.0,50.0,2.0
600.0,normal,C,N,0.08,3.0,3.29,4.0,50.0,2.0
600.0,normal,C,S,0.1,3.0,4.23,4.0,50.0,2.0
600.0,normal,C,E,0.08,0.0,9.37,14.0,50.0,2.0
600.0,normal,C,W,0.12,0.0,8.87,14.0,50.0,2.0
605.0,normal,C,N,0.14,3.0,5.68,2.0,50.0,2.0
605.0,normal,C,S,0.16,3.0,5.18,4.0,50.0,2.0
605.0,normal,C,E,0.04,0.0,12.46,20.0,50.0,2.0
605.0,normal,C,W,0.14,0.0,11.8,18.0,50.0,2.0
610.0,normal,C,N,0.18,4.0,6.41,0.0,50.0,2.0
610.0,normal,C,S,0.2,4.0,7.37,2.0,50.0,2.0
610.0,normal,C,E,0.08,0.0,13.17,22.0,50.0,2.0
610.0,normal,C,W,0.12,0.0,12.42,24.0,50.0,2.0
615.0,normal,C,N,0.24,4.0,6.99,0.0,50.0,2.0
615.0,normal,C,S,0.26,6.0,5.38,0.0,50.0,2.0
615.0,normal,C,E,0.12,0.0,12.9,22.0,50.0,2.0
615.0,normal,C,W,0.16,0.0,12.3,26.0,50.0,2.0
620.0,normal,C,N,0.28,6.0,4.41,0.0,50.0,2.0
620.0,normal,C,S,0.3,8.0,3.74,0.0,50.0,2.0
620.0,normal,C,E,0.14,0.0,12.53,24.0,50.0,2.0
620.0,normal,C,W,0.16,0.0,11.92,30.0,50.0,2.0
625.0,normal,C,N,0.34,9.0,3.17,0.0,50.0,2.0
625.0,normal,C,S,0.36,11.0,2.47,0.0,50.0,2.0
625.0,normal,C,E,0.12,0.0,12.75,26.0,50.0,2.0
625.0,normal,C,W,0.14,0.0,12.16,32.0,50.0,2.0
630.0,normal,C,N,0.38,12.0,2.0,0.0,50.0,3.0
630.0,normal,C,S,0.4,14.0,1.65,0.0,50.0,3.0
630.0,normal,C,E,0.16,0.0,12.0,24.0,50.0,3.0
630.0,normal,C,W,0.18,0.0,11.2,30.0,50.0,3.0
635.0,normal,C,N,0.38,11.0,1.47,4.0,50.0,0.0
635.0,normal,C,S,0.4,12.0,1.35,4.0,50.0,0.0
635.0,normal,C,E,0.22,1.0,8.56,18.0,50.0,0.0
635.0,normal,C,W,0.2,2.0,6.05,24.0,50.0,0.0
640.0,normal,C,N,0.38,11.0,1.93,8.0,50.0,0.0
640.0,normal,C,S,0.4,12.0,1.75,8.0,50.0,0.0
640.0,normal,C,E,0.22,4.0,4.29,12.0,50.0,0.0
640.0,normal,C,W,0.22,6.0,2.88,20.0,50.0,0.0
645.0,normal,C,N,0.36,9.0,2.11,14.0,50.0,0.0
645.0,normal,C,S,0.36,10.0,2.14,14.0,50.0,0.0
645.0,normal,C,E,0.24,8.0,1.64,10.0,50.0,0.0
645.0,normal,C,W,0.26,9.0,2.25,14.0,50.0,0.0
650.0,normal,C,N,0.32,8.0,3.31,18.0,50.0,0.0
650.0,normal,C,S,0.3,8.0,3.27,20.0,50.0,0.0
650.0,normal,C,E,0.26,11.0,1.13,10.0,50.0,0.0
650.0,normal,C,W,0.3,10.0,2.69,12.0,50.0,0.0
655.0,normal,C,N,0.26,4.0,4.65,24.0,50.0,0.0
655.0,normal,C,S,0.26,3.0,5.73,24.0,50.0,0.0
655.0,normal,C,E,0.3,11.0,2.34,8.0,50.0,0.0
655.0,normal,C,W,0.36,12.0,2.5,8.0,50.0,0.0
660.0,normal,C,N,0.22,0.0,7.46,28.0,50.0,0.0
660.0,normal,C,S,0.2,0.0,8.59,30.0,50.0,0.0
660.0,normal,C,E,0.34,12.0,1.93,2.0,50.0,0.0
660.0,normal,C,W,0.4,15.0,1.56,2.0,50.0,0.0
665.0,normal,C,N,0.18,0.0,10.72,34.0,50.0,0.0
665.0,normal,C,S,0.18,0.0,10.94,36.0,50.0,0.0
665.0,normal,C,E,0.38,14.0,1.62,0.0,50.0,0.0
665.0,normal,C,W,0.42,17.0,0.85,0.0,50.0,0.0
670.0,normal,C,N,0.16,0.0,11.91,36.0,50.0,0.0
670.0,normal,C,S,0.18,0.0,10.6,36.0,50.0,0.0
670.0,normal,C,E,0.42,18.0,0.88,0.0,50.0,0.0
670.0,normal,C,W,0.46,20.0,0.57,0.0,50.0,0.0
675.0,normal,C,N,0.18,0.0,9.28,34.0,50.0,1.0
675.0,normal,C,S,0.18,0.0,9.3,36.0,50.0,1.0
675.0,normal,C,E,0.46,20.0,0.55,0.0,50.0,1.0
675.0,normal,C,W,0.5,23.0,0.26,0.0,50.0,1.0
680.0,normal,C,N,0.2,3.0,5.03,28.0,50.0,2.0
680.0,normal,C,S,0.2,3.0,5.85,30.0,50.0,2.0
680.0,normal,C,E,0.44,17.0,0.61,4.0,50.0,2.0
680.0,normal,C,W,0.46,20.0,0.42,4.0,50.0,2.0
685.0,normal,C,N,0.22,7.0,2.71,24.0,50.0,2.0
685.0,normal,C,S,0.2,5.0,2.81,24.0,50.0,2.0
685.0,normal,C,E,0.42,16.0,1.07,8.0,50.0,2.0
685.0,normal,C,W,0.4,16.0,0.79,10.0,50.0,2.0
690.0,normal,C,N,0.22,10.0,1.17,18.0,50.0,2.0
690.0,normal,C,S,0.22,9.0,0.49,20.0,50.0,2.0
690.0,normal,C,E,0.36,12.0,1.71,14.0,50.0,2.0
690.0,normal,C,W,0.36,12.0,1.96,14.0,50.0,2.0
695.0,normal,C,N,0.26,11.0,0.74,14.0,50.0,2.0
695.0,normal,C,S,0.26,10.0,1.47,14.0,50.0,2.0
695.0,normal,C,E,0.32,8.0,3.19,18.0,50.0,2.0
695.0,normal,C,W,0.3,8.0,3.21,20.0,50.0,2.0
700.0,normal,C,N,0.3,11.0,2.27,8.0,50.0,2.0
700.0,normal,C,S,0.3,10.0,2.7,8.0,50.0,2.0
700.0,normal,C,E,0.26,4.0,4.68,24.0,50.0,2.0
700.0,normal,C,W,0.24,4.0,4.88,26.0,50.0,2.0
705.0,normal,C,N,0.34,12.0,2.29,2.0,50.0,2.0
705.0,normal,C,S,0.34,11.0,2.71,4.0,50.0,2.0
705.0,normal,C,E,0.22,0.0,7.51,28.0,50.0,2.0
705.0,normal,C,W,0.2,0.0,8.04,30.0,50.0,2.0
710.0,normal,C,N,0.38,14.0,1.73,0.0,50.0,2.0
710.0,normal,C,S,0.38,14.0,1.94,0.0,50.0,2.0
710.0,normal,C,E,0.16,0.0,9.95,34.0,50.0,2.0
710.0,normal,C,W,0.16,0.0,11.3,36.0,50.0,2.0
715.0,normal,C,N,0.42,17.0,1.02,0.0,50.0,2.0
715.0,normal,C,S,0.42,16.0,1.03,0.0,50.0,2.0
715.0,normal,C,E,0.16,0.0,11.26,34.0,50.0,2.0
715.0,normal,C,W,0.18,0.0,11.75,36.0,50.0,2.0
720.0,normal,C,N,0.46,19.0,0.65,0.0,50.0,3.0
720.0,normal,C,S,0.46,20.0,0.62,0.0,50.0,3.0
720.0,normal,C,E,0.16,0.0,10.15,34.0,50.0,3.0
720.0,normal,C,W,0.16,0.0,10.32,34.0,50.0,3.0
725.0,normal,C,N,0.44,17.0,0.64,4.0,50.0,0.0
725.0,normal,C,S,0.46,17.0,0.67,4.0,50.0,0.0
725.0,normal,C,E,0.2,4.0,6.88,28.0,50.0,0.0
725.0,normal,C,W,0.22,3.0,6.33,30.0,50.0,0.0
730.0,normal,C,N,0.42,16.0,0.93,8.0,50.0,0.0
730.0,normal,C,S,0.42,16.0,1.21,8.0,50.0,0.0
730.0,normal,C,E,0.22,7.0,3.17,24.0,50.0,0.0
730.0,normal,C,W,0.24,6.0,4.17,24.0,50.0,0.0
735.0,normal,C,N,0.36,12.0,1.54,14.0,50.0,0.0
735.0,normal,C,S,0.36,12.0,1.78,14.0,50.0,0.0
735.0,normal,C,E,0.22,9.0,1.66,18.0,50.0,0.0
735.0,normal,C,W,0.26,9.0,2.02,18.0,50.0,0.0
740.0,normal,C,N,0.32,8.0,2.96,18.0,50.0,0.0
740.0,normal,C,S,0.32,7.0,3.37,18.0,50.0,0.0
740.0,normal,C,E,0.26,11.0,0.89,14.0,50.0,0.0
740.0,normal,C,W,0.3,11.0,2.2,14.0,50.0,0.0
745.0,normal,C,N,0.26,4.0,4.38,24.0,50.0,0.0
745.0,normal,C,S,0.26,3.0,5.12,24.0,50.0,0.0
745.0,normal,C,E,0.3,11.0,2.42,8.0,50.0,0.0
745.0,normal,C,W,0.36,13.0,2.15,8.0,50.0,0.0
750.0,normal,C,N,0.22,0.0,7.43,28.0,50.0,0.0
750.0,normal,C,S,0.2,0.0,7.42,30.0,50.0,0.0
750.0,normal,C,E,0.34,12.0,2.45,4.0,50.0,0.0
750.0,normal,C,W,0.4,15.0,1.62,4.0,50.0,0.0
755.0,normal,C,N,0.18,0.0,9.36,34.0,50.0,0.0
755.0,normal,C,S,0.18,0.0,9.86,34.0,50.0,0.0
755.0,normal,C,E,0.38,15.0,1.58,0.0,50.0,0.0
755.0,normal,C,W,0.44,18.0,0.82,0.0,50.0,0.0
760.0,normal,C,N,0.18,0.0,10.1,34.0,50.0,0.0
760.0,normal,C,S,0.16,0.0,10.79,36.0,50.0,0.0
760.0,normal,C,E,0.42,17.0,1.0,0.0,50.0,0.0
760.0,normal,C,W,0.46,21.0,0.48,0.0,50.0,0.0
765.0,normal,C,N,0.18,0.0,8.52,32.0,50.0,1.0
765.0,normal,C,S,0.16,0.0,9.05,34.0,50.0,1.0
765.0,normal,C,E,0.46,20.0,0.55,0.0,50.0,1.0
765.0,normal,C,W,0.5,23.0,0.19,0.0,50.0,1.0
770.0,normal,C,N,0.2,2.0,5.1,26.0,50.0,2.0
770.0,normal,C,S,0.16,3.0,3.44,28.0,50.0,2.0
770.0,normal,C,E,0.44,17.0,0.66,4.0,50.0,2.0
770.0,normal,C,W,0.46,20.0,0.4,4.0,50.0,2.0
775.0,normal,C,N,0.22,6.0,2.03,22.0,50.0,2.0
775.0,normal,C,S,0.18,7.0,1.3,24.0,50.0,2.0
775.0,normal,C,E,0.42,16.0,1.26,8.0,50.0,2.0
775.0,normal,C,W,0.42,16.0,1.24,8.0,50.0,2.0
780.0,normal,C,N,0.22,9.0,1.11,16.0,50.0,2.0
780.0,normal,C,S,0.22,8.0,2.48,18.0,50.0,2.0
780.0,normal,C,E,0.36,11.0,2.09,14.0,50.0,2.0
780.0,normal,C,W,0.36,13.0,2.05,14.0,50.0,2.0
785.0,normal,C,N,0.26,10.0,1.42,12.0,50.0,2.0
785.0,normal,C,S,0.26,8.0,2.86,12.0,50.0,2.0
785.0,normal,C,E,0.3,7.0,3.47,20.0,50.0,2.0
785.0,normal,C,W,0.3,8.0,3.19,20.0,50.0,2.0
790.0,normal,C,N,0.3,11.0,2.44,6.0,50.0,2.0
790.0,normal,C,S,0.3,9.0,3.5,8.0,50.0,2.0
790.0,normal,C,E,0.24,4.0,5.21,26.0,50.0,2.0
790.0,normal,C,W,0.26,4.0,5.26,24.0,50.0,2.0
795.0,normal,C,N,0.34,12.0,2.12,2.0,50.0,2.0
795.0,normal,C,S,0.36,12.0,2.5,2.0,50.0,2.0
795.0,normal,C,E,0.2,0.0,8.25,30.0,50.0,2.0
795.0,normal,C,W,0.2,0.0,7.91,30.0,50.0,2.0
800.0,normal,C,N,0.38,15.0,1.56,0.0,50.0,2.0
800.0,normal,C,S,0.4,15.0,1.49,0.0,50.0,2.0
800.0,normal,C,E,0.16,0.0,11.68,36.0,50.0,2.0
800.0,normal,C,W,0.16,0.0,11.4,36.0,50.0,2.0
805.0,normal,C,N,0.42,17.0,1.03,0.0,50.0,2.0
805.0,normal,C,S,0.44,17.0,0.89,0.0,50.0,2.0
805.0,normal,C,E,0.14,0.0,12.54,38.0,50.0,2.0
805.0,normal,C,W,0.16,0.0,12.89,36.0,50.0,2.0
810.0,normal,C,N,0.46,20.0,0.55,0.0,50.0,3.0
810.0,normal,C,S,0.48,21.0,0.48,0.0,50.0,3.0
810.0,normal,C,E,0.16,0.0,11.13,36.0,50.0,3.0
810.0,normal,C,W,0.16,0.0,10.8,36.0,50.0,3.0
815.0,normal,C,N,0.46,18.0,0.58,4.0,50.0,0.0
815.0,normal,C,S,0.46,18.0,0.55,4.0,50.0,0.0
815.0,normal,C,E,0.18,3.0,5.73,30.0,50.0,0.0
815.0,normal,C,W,0.16,3.0,5.61,30.0,50.0,0.0
820.0,normal,C,N,0.42,16.0,0.99,8.0,50.0,0.0
820.0,normal,C,S,0.42,16.0,1.17,8.0,50.0,0.0
820.0,normal,C,E,0.2,6.0,3.05,24.0,50.0,0.0
820.0,normal,C,W,0.16,5.0,2.22,24.0,50.0,0.0
825.0,normal,C,N,0.36,12.0,1.7,14.0,50.0,0.0
825.0,normal,C,S,0.36,12.0,1.85,14.0,50.0,0.0
825.0,normal,C,E,0.22,9.0,1.2,18.0,50.0,0.0
825.0,normal,C,W,0.18,8.0,0.72,20.0,50.0,0.0
830.0,normal,C,N,0.32,8.0,3.02,18.0,50.0,0.0
830.0,normal,C,S,0.32,7.0,3.51,18.0,50.0,0.0
830.0,normal,C,E,0.24,9.0,1.37,14.0,50.0,0.0
830.0,normal,C,W,0.22,8.0,2.47,14.0,50.0,0.0
835.0,normal,C,N,0.26,4.0,4.58,24.0,50.0,0.0
835.0,normal,C,S,0.26,4.0,5.46,24.0,50.0,0.0
835.0,normal,C,E,0.3,10.0,2.88,8.0,50.0,0.0
835.0,normal,C,W,0.28,8.0,3.39,8.0,50.0,0.0
840.0,normal,C,N,0.22,0.0,7.32,28.0,50.0,0.0
840.0,normal,C,S,0.2,0.0,8.01,30.0,50.0,0.0
840.0,normal,C,E,0.34,11.0,3.07,2.0,50.0,0.0
840.0,normal,C,W,0.32,9.0,3.36,4.0,50.0,0.0
845.0,normal,C,N,0.2,0.0,9.23,32.0,50.0,0.0
845.0,normal,C,S,0.16,0.0,11.19,36.0,50.0,0.0
845.0,normal,C,E,0.4,14.0,1.74,0.0,50.0,0.0
845.0,normal,C,W,0.36,12.0,2.36,0.0,50.0,0.0
850.0,normal,C,N,0.18,0.0,9.64,34.0,50.0,0.0
850.0,normal,C,S,0.16,0.0,12.24,36.0,50.0,0.0
850.0,normal,C,E,0.42,17.0,0.89,0.0,50.0,0.0
850.0,normal,C,W,0.4,15.0,1.4,0.0,50.0,0.0
855.0,normal,C,N,0.16,0.0,7.41,32.0,50.0,1.0
855.0,normal,C,S,0.16,0.0,10.84,36.0,50.0,1.0
855.0,normal,C,E,0.46,20.0,0.56,0.0,50.0,1.0
855.0,normal,C,W,0.44,18.0,0.82,0.0,50.0,1.0
860.0,normal,C,N,0.16,5.0,2.36,26.0,50.0,2.0
860.0,normal,C,S,0.18,3.0,6.02,30.0,50.0,2.0
860.0,normal,C,E,0.46,19.0,0.6,4.0,50.0,2.0
860.0,normal,C,W,0.44,16.0,0.72,4.0,50.0,2.0
865.0,normal,C,N,0.18,7.0,1.02,22.0,50.0,2.0
865.0,normal,C,S,0.18,6.0,1.69,26.0,50.0,2.0
865.0,normal,C,E,0.42,16.0,1.21,8.0,50.0,2.0
865.0,normal,C,W,0.42,14.0,1.15,8.0,50.0,2.0
870.0,normal,C,N,0.18,8.0,1.66,16.0,50.0,2.0
870.0,normal,C,S,0.18,9.0,0.03,20.0,50.0,2.0
870.0,normal,C,E,0.36,12.0,1.99,14.0,50.0,2.0
870.0,normal,C,W,0.36,12.0,1.62,14.0,50.0,2.0
875.0,normal,C,N,0.22,8.0,1.14,12.0,50.0,2.0
875.0,normal,C,S,0.22,9.0,1.05,14.0,50.0,2.0
875.0,normal,C,E,0.3,8.0,3.17,20.0,50.0,2.0
875.0,normal,C,W,0.32,7.0,3.08,18.0,50.0,2.0
880.0,normal,C,N,0.26,9.0,2.94,8.0,50.0,2.0
880.0,normal,C,S,0.26,9.0,2.44,8.0,50.0,2.0
880.0,normal,C,E,0.24,4.0,5.08,26.0,50.0,2.0
880.0,normal,C,W,0.26,3.0,4.52,24.0,50.0,2.0
885.0,normal,C,N,0.3,10.0,3.03,2.0,50.0,2.0
885.0,normal,C,S,0.3,9.0,3.21,4.0,50.0,2.0
885.0,normal,C,E,0.2,0.0,8.1,30.0,50.0,2.0
885.0,normal,C,W,0.2,0.0,7.09,30.0,50.0,2.0
890.0,normal,C,N,0.36,12.0,2.51,0.0,50.0,2.0
890.0,normal,C,S,0.34,11.0,2.68,0.0,50.0,2.0
890.0,normal,C,E,0.14,0.0,11.37,36.0,50.0,2.0
890.0,normal,C,W,0.18,0.0,9.64,34.0,50.0,2.0
895.0,normal,C,N,0.4,15.0,1.64,0.0,50.0,2.0
895.0,normal,C,S,0.38,14.0,1.65,0.0,50.0,2.0
895.0,normal,C,E,0.12,0.0,12.09,38.0,50.0,2.0
895.0,normal,C,W,0.18,0.0,11.79,34.0,50.0,2.0
900.0,normal,C,N,0.44,17.0,0.76,0.0,50.0,3.0
900.0,normal,C,S,0.42,16.0,0.83,0.0,50.0,3.0
900.0,normal,C,E,0.14,0.0,11.34,36.0,50.0,3.0
900.0,normal,C,W,0.18,0.0,10.09,34.0,50.0,3.0
905.0,normal,C,N,0.44,17.0,0.8,4.0,50.0,0.0
905.0,normal,C,S,0.42,15.0,1.08,4.0,50.0,0.0
905.0,normal,C,E,0.18,3.0,6.47,30.0,50.0,0.0
905.0,normal,C,W,0.2,3.0,5.23,28.0,50.0,0.0
910.0,normal,C,N,0.42,14.0,1.36,8.0,50.0,0.0
910.0,normal,C,S,0.42,14.0,1.35,8.0,50.0,0.0
910.0,normal,C,E,0.24,5.0,5.19,24.0,50.0,0.0
910.0,normal,C,W,0.22,6.0,2.89,24.0,50.0,0.0
915.0,normal,C,N,0.36,12.0,2.05,14.0,50.0,0.0
915.0,normal,C,S,0.36,12.0,1.78,14.0,50.0,0.0
915.0,normal,C,E,0.26,7.0,3.68,18.0,50.0,0.0
915.0,normal,C,W,0.24,10.0,1.52,18.0,50.0,0.0
920.0,normal,C,N,0.3,7.0,3.43,20.0,50.0,0.0
920.0,normal,C,S,0.32,8.0,3.28,18.0,50.0,0.0
920.0,normal,C,E,0.3,10.0,2.01,14.0,50.0,0.0
920.0,normal,C,W,0.28,11.0,1.82,12.0,50.0,0.0
925.0,normal,C,N,0.26,4.0,5.93,24.0,50.0,0.0
925.0,normal,C,S,0.26,4.0,4.82,24.0,50.0,0.0
925.0,normal,C,E,0.34,12.0,2.29,8.0,50.0,0.0
925.0,normal,C,W,0.32,11.0,2.69,8.0,50.0,0.0
930.0,normal,C,N,0.2,0.0,8.79,30.0,50.0,0.0
930.0,normal,C,S,0.2,0.0,7.45,30.0,50.0,0.0
930.0,normal,C,E,0.38,15.0,1.57,2.0,50.0,0.0
930.0,normal,C,W,0.36,13.0,1.76,4.0,50.0,0.0
935.0,normal,C,N,0.16,0.0,11.53,36.0,50.0,0.0
935.0,normal,C,S,0.18,0.0,11.57,34.0,50.0,0.0
935.0,normal,C,E,0.42,17.0,0.92,0.0,50.0,0.0
935.0,normal,C,W,0.4,16.0,1.11,0.0,50.0,0.0
940.0,normal,C,N,0.16,0.0,12.52,38.0,50.0,0.0
940.0,normal,C,S,0.16,0.0,12.32,36.0,50.0,0.0
940.0,normal,C,E,0.46,19.0,0.6,0.0,50.0,0.0
940.0,normal,C,W,0.44,18.0,0.75,0.0,50.0,0.0
945.0,normal,C,N,0.18,0.0,9.99,36.0,50.0,1.0
945.0,normal,C,S,0.18,1.0,8.94,34.0,50.0,1.0
945.0,normal,C,E,0.48,22.0,0.29,0.0,50.0,1.0
945.0,normal,C,W,0.48,22.0,0.31,0.0,50.0,1.0
950.0,normal,C,N,0.18,3.0,5.28,30.0,50.0,2.0
950.0,normal,C,S,0.2,4.0,5.12,28.0,50.0,2.0
950.0,normal,C,E,0.46,20.0,0.33,4.0,50.0,2.0
950.0,normal,C,W,0.46,19.0,0.46,4.0,50.0,2.0
955.0,normal,C,N,0.2,6.0,1.1,24.0,50.0,2.0
955.0,normal,C,S,0.22,7.0,1.79,24.0,50.0,2.0
955.0,normal,C,E,0.42,16.0,1.08,8.0,50.0,2.0
955.0,normal,C,W,0.42,16.0,0.97,8.0,50.0,2.0
960.0,normal,C,N,0.22,9.0,1.33,20.0,50.0,2.0
960.0,normal,C,S,0.24,10.0,1.22,18.0,50.0,2.0
960.0,normal,C,E,0.36,12.0,1.9,14.0,50.0,2.0
960.0,normal,C,W,0.36,12.0,1.52,14.0,50.0,2.0
965.0,normal,C,N,0.26,9.0,2.14,14.0,50.0,2.0
965.0,normal,C,S,0.28,10.0,1.94,12.0,50.0,2.0
965.0,normal,C,E,0.32,7.0,3.5,18.0,50.0,2.0
965.0,normal,C,W,0.32,9.0,2.94,18.0,50.0,2.0
970.0,normal,C,N,0.3,10.0,3.12,8.0,50.0,2.0
970.0,normal,C,S,0.32,11.0,2.64,8.0,50.0,2.0
970.0,normal,C,E,0.26,4.0,5.09,24.0,50.0,2.0
970.0,normal,C,W,0.26,5.0,4.52,24.0,50.0,2.0
975.0,normal,C,N,0.34,12.0,2.51,2.0,50.0,2.0
975.0,normal,C,S,0.36,13.0,2.1,2.0,50.0,2.0
975.0,normal,C,E,0.2,0.0,7.63,30.0,50.0,2.0
975.0,normal,C,W,0.22,0.0,7.42,28.0,50.0,2.0
980.0,normal,C,N,0.38,14.0,1.57,0.0,50.0,2.0
980.0,normal,C,S,0.4,15.0,1.28,0.0,50.0,2.0
980.0,normal,C,E,0.18,0.0,9.8,34.0,50.0,2.0
980.0,normal,C,W,0.18,0.0,11.09,34.0,50.0,2.0
985.0,normal,C,N,0.42,17.0,1.0,0.0,50.0,2.0
985.0,normal,C,S,0.44,18.0,0.78,0.0,50.0,2.0
985.0,normal,C,E,0.2,0.0,10.61,34.0,50.0,2.0
